id;id_type;sort;attrs_cn;attrs_id;attrs_name;center_x;center_y;extent_ymin;extent_ymax;extent_xmin;extent_xmax;stat_kvartal_total;stat_kvartal_geo;stat_parcel_total;stat_parcel_geo;stat_oks_total;stat_oks_geo
37;3;5613;56:13;56:13;Кваркенский;6614160.14807731;6827399.62997568;6757507.80532618;6888618.37871506;6524013.61186913;6700450.94919133;639;638;16300;7926;6718;1572
38;3;5206;52:06;52:6;Варнавинский;4997194.44310821;7863310.93391694;7800167.59526614;7931428.83136777;4934803.20360943;5058558.84206078;164;164;12279;5022;3886;981
39;3;5411;54:11;54:11;Коченевский;9125280.50046806;7376874.92743152;7293742.01728697;7462266.95703999;9053653.30237032;9222180.40300359;612;612;61739;38086;18748;6522
40;3;5939;59:39;59:39;Чердынский;6317083.67598266;8592532.43755472;8364734.63212414;8747377.71255916;6120921.38195177;6535721.93037469;832;832;24383;13754;5685;634
41;3;6023;60:23;60:23;Струго-Красненский;3227382.46341224;8013536.08491593;7952500.52940305;8084736.20912543;3165524.88273876;3304925.56999063;645;645;18848;11480;8421;1707
42;3;5522;55:22;55:22;Полтавский;7968791.87632236;7238745.87852797;7188123.21011687;7301144.38073014;7903281.11493647;8039280.83418568;72;72;15417;5225;7933;864
43;3;314;03:14;3:14;Мухоршибирский;11997935.5331897;6642855.55424943;6579889.20089769;6696607.27471836;11910615.2634233;12085683.9360198;769;769;28042;25661;6632;1639
44;3;3115;31:15;31:15;Белгородский;4060220.92478932;6535415.52106202;6494488.46658928;6580247.5249761;4017085.36271411;4104851.82041374;1670;1670;153385;101186;88379;38561
45;3;2122;21:22;21:22;Шемуршинский;5274245.18654358;7330952.84431891;7290260.61169487;7359962.79095909;5235793.01930244;5327054.93088479;338;328;15729;8417;6504;1017
46;3;4301;43:01;43:1;Арбажский;5379654.3211961;7918417.13289368;7881311.35520634;7964906.47982773;5324638.01104622;5427474.5585092;168;168;7445;2823;2608;415
47;3;2005;20:05;20:5;Итум-Калинский;5058486.6376704;5267047.78539963;5239483.00285479;5288257.6573529;5018241.61701963;5099117.69046621;28;28;4045;1110;1689;875
48;3;5803;58:03;58:3;Бековский;4862809.48291059;6903316.78242029;6868202.37612901;6939856.69638845;4825111.03226675;4893314.98326238;280;280;11973;10737;5300;1396
49;3;1004;10:04;10:4;Костомукшский;3383941.38056999;9541579.73971545;9430923.36151047;9640297.09708807;3294981.29683341;3495831.19865542;169;169;8743;5941;4242;1226
50;3;4236;42:36;42:36;г. Юрга;9450613.07019645;7502641.83962588;7493875.13129351;7511213.9651917;9439880.98774545;9461200.49811731;19;19;28802;10855;18877;4037
51;3;2811;28:11;28:11;Бурейский;14493331.4112779;6464638.35700747;6348486.97272996;6563066.73628527;14355772.3538271;14630562.9031078;387;386;14277;7220;8224;933
52;3;1103;11:03;11:3;Сысольский;5562699.08401782;8636808.54378252;8537722.67566452;8749657.75358945;5450406.66620113;5674560.59420804;105;105;13722;2888;4733;1292
53;3;1909;19:09;19:9;Таштыпский;9946477.23364641;6835440.02366351;6671689.78429468;7015058.39896416;9780165.35100884;10118867.8781201;131;131;19885;12517;11744;1389
54;3;1614;16:14;16:14;Буинский;5364298.68801474;7350254.72387377;7308378.1030617;7406461.09821634;5317020.8329998;5409715.45784852;373;373;42150;41035;20593;2895
55;3;601;06:01;6:1;Малгобекский;4974080.49646759;5385741.9440199;5362023.6670851;5405943.12342739;4951177.54464439;4998949.7847449;26;26;27246;7991;18466;2063
56;3;1320;13:20;13:20;Теньгушевский;4758040.02845629;7298512.18828945;7265154.53926173;7339321.03534637;4718658.3313931;4791995.18413708;89;88;9119;4426;4418;1126
57;3;1502;15:02;15:2;Кировский;4925995.09055935;5364820.92386999;5348871.03948549;5380905.37183447;4902076.89545772;4952620.48495586;473;473;9852;6801;10234;1146
58;3;3511;35:11;35:11;Усть-Кубинский;4390060.06934659;8376958.30909839;8285347.56129961;8460174.88873227;4328793.52959504;4452793.69190597;330;330;16012;8750;5831;1838
59;3;813;08:13;8:13;Яшкульский;5083913.98297979;5839816.58339862;5752553.96644267;5927794.8796904;4973174.81993308;5201578.56650771;125;125;7376;4403;4814;46
60;3;2307;23:07;23:7;Динской;4352800.35191345;5661408.17913738;5633757.30960102;5688783.86317733;4301398.38829018;4397742.22746544;1274;1274;86907;68977;64127;20545
61;3;4105;41:05;41:5;Елизовский;17721448.0337463;7079270.49423414;6571405.02368117;7394252.81314032;17407213.2897733;18096680.3433121;106;106;82955;23079;22138;7226
62;3;3009;30:09;30:9;Приволжский;5362377.85649762;5827128.68618073;5798778.51895062;5863007.57661712;5333173.27792335;5393205.02216765;470;470;71413;43114;28265;10715
63;3;5726;57:26;57:26;город Ливны;4184311.40940011;6876027.87640713;6869680.586278;6883789.7712097;4174255.95512873;4191449.48018133;136;136;20644;8362;15775;1717
