id;id_type;sort;attrs_cn;attrs_id;attrs_name;center_x;center_y;extent_ymin;extent_ymax;extent_xmin;extent_xmax;stat_kvartal_total;stat_kvartal_geo;stat_parcel_total;stat_parcel_geo;stat_oks_total;stat_oks_geo
352;3;5243;52:43;52:43;Перевозский;4954692.92898909;7477148.28938992;7434471.69459075;7523834.40952742;4930318.17666762;4981246.8600212;218;218;19117;6923;7625;2169
353;3;3226;32:26;32:26;Трубчевский;3759533.57057622;6906322.81574078;6854908.11497636;6958710.69084238;3717195.6815578;3802257.92583797;642;642;33062;15851;12836;2996
354;3;4817;48:17;48:17;Хлевенский;4355258.71147201;6832583.91458592;6797078.08423693;6863683.82265022;4319134.17543395;4386727.71995844;1358;1358;26094;10380;15123;2114
355;3;1426;14:26;14:26;Cунтарский;12996697.6648675;8977909.00634169;8589916.58647426;9394899.66617391;12627887.9355016;13416881.6985207;57;57;22426;11219;10172;2012
356;3;4239;42:39;42:39;г. Салаир;9551672.90869883;7214869.55652081;7207902.31856754;7222198.14573753;9545365.9584173;9558842.56644524;77;77;4294;1803;3961;499
357;3;6016;60:16;60:16;Плюсский;3240194.10122778;8085415.88853112;8019135.79938265;8152036.19744308;3163406.57281068;3332333.62106654;597;597;17567;8938;7024;1695
358;3;2004;20:04;20:4;Гудермес;5142661.21726027;5363619.81672152;5337873.1557257;5383026.39511654;5110996.67488789;5167952.75216592;213;213;71739;26017;27227;18373
359;3;3127;31:27;31:27;г. Валуйки;4242736.79034758;6479668.64497112;6472192.11016053;6487160.30542708;4236185.54814448;4248356.88880685;387;387;13016;6113;14259;2531
360;3;410;04:10;4:10;Кош-Агачский;9795042.64228775;6410992.15429358;6287113.15119934;6509612.8332465;9639052.32665819;9987875.20376756;82;82;25825;13089;6029;2037
361;3;5515;55:15;55:15;Называевский;7925884.33795566;7470049.30183019;7394333.85227951;7550446.42651842;7841206.21413;8022227.63334761;117;117;12391;1781;4279;278
362;3;1504;15:04;15:4;Ирафский;4871971.20921954;5313668.68028698;5275221.77847;5361453.21799809;4830940.21751258;4907460.92188567;542;542;10891;7378;4291;886
363;3;3807;38:07;38:7;Казачинско-Ленский;12027522.7395125;7575207.21777933;7291740.6463144;7879679.20106922;11865296.4409614;12236938.7643003;116;116;8927;7047;4222;1478
364;3;4104;41:04;41:4;Быстринский;17585794.5605238;7511917.06900748;7303673.82462274;7724402.21095869;17380306.4647401;17772058.3539871;7;7;2359;2199;836;105
365;3;5806;58:06;58:6;Вадинский;4791166.06741218;7104880.12974803;7070709.48230819;7137997.11632095;4755860.22736721;4827908.38396912;120;120;9156;6532;3739;1117
366;3;2107;21:07;21:7;Аликовский;5202457.49997038;7508322.36818178;7487847.74058337;7529985.64570485;5168477.95577637;5233944.97105503;350;350;28329;14330;8577;2933
367;3;5103;51:03;51:3;Печенгский;3404067.21517588;10837285.4784978;10667035.740282;11053443.0550958;3163168.30221195;3688511.88042591;85;84;6798;6526;7502;651
368;3;4342;43:42;43:42;г. Кирово-Чепецк;5566794.09658046;8081114.13124469;8072033.42913696;8090527.69591588;5557383.77228753;5577146.32968807;119;119;13798;6562;6788;787
369;3;805;08:05;8:5;Малодербетовский;5002814.16181701;6096768.98417521;6029808.347788;6152174.92927224;4932359.41277319;5093268.00485228;72;62;9398;6610;3750;26
370;3;3719;37:19;37:19;Фурмановский;4567215.55876273;7807269.43140534;7777550.01058989;7834751.08048755;4524997.88450613;4612698.86616371;378;378;26624;10318;5481;580
371;3;1628;16:28;16:28;Мензелинский;5913240.11118004;7488987.4711906;7438412.67765543;7541352.15339694;5858435.30381228;5963081.78748289;300;300;30732;29060;15575;3115
372;3;3605;36:05;36:5;Бутурлиновский;4520278.70664109;6590099.9692672;6546936.63383114;6622506.93828134;4463296.55631359;4576895.10293087;697;697;26308;11020;24049;2890
373;3;1205;12:05;12:5;Йошкар-Олинский;5337968.54079586;7688079.0463797;7675934.44678929;7701388.55940552;5322417.96287639;5357143.29862083;292;292;51137;32685;51426;6879
374;3;533;05:33;5:33;Шамильский;5179931.50746577;5220017.73860661;5189589.61427737;5241870.10118923;5150411.52173193;5210596.21698674;97;97;9996;2329;4099;1713
375;3;5921;59:21;59:21;Карагайский;6124548.6430153;8068730.56003261;7984149.9835154;8144319.94527752;6074697.84092487;6170795.34708977;459;459;30868;27741;11870;2964
376;3;2308;23:08;23:8;Ейский;4255639.76015732;5853681.90384665;5802929.24115248;5894701.79377376;4194390.2203741;4295676.84865169;676;676;28761;20306;21088;4541
377;3;5622;56:22;56:22;Первомайский;5748526.23228954;6772479.0693449;6701027.36886267;6842343.55059092;5651260.91941367;5833023.36698169;916;916;15785;11769;7757;2748
378;3;1910;19:10;19:10;Усть-Абаканский;10053551.5909873;7135649.8353516;7054132.90198044;7219562.00667167;9925783.97631536;10189863.428133;511;511;51025;41752;19775;4949
379;3;3912;39:12;39:12;Славский;2395492.40266287;7368280.8669968;7310123.38392885;7419216.16328886;2357520.26154146;2431192.60117595;309;298;16911;12056;5981;954
380;3;3503;35:03;35:3;Белозерский;4143130.81799956;8406669.82421574;8315404.22395855;8525545.85700291;4049910.67570869;4247572.82392063;489;489;22870;10602;9333;1801
381;3;5412;54:12;54:12;Кочковский;8950238.01972975;7222859.43237463;7154061.20707283;7278714.18235173;8888414.50249048;9018871.43513302;100;100;17626;12180;4689;877
382;3;5318;53:18;53:18;Хвойнинский;3838716.99435779;8160589.28139112;8106691.17955821;8224506.83566818;3759524.47645524;3934730.61154322;461;461;19162;8622;10063;1365
383;3;105;01:05;1:5;Тахтамукайский;4333236.11295636;5612854.8189572;5592782.24289904;5631991.71809299;4306302.52144535;4360211.65284353;687;687;57639;50498;36031;11077
384;3;2814;28:14;28:14;Ивановский;14259088.0200443;6531265.58777913;6482045.7149442;6588494.9650036;14211133.9467638;14318204.3911159;334;334;14884;8951;7439;1418
385;3;4023;40:23;40:23;Хвастовичский;3910777.50349536;7070519.71574963;7034388.89110709;7111625.43169779;3855980.51533177;3961351.28033824;312;312;16339;11960;4953;1252
386;3;1431;14:31;14:31;Усть-Янский;15424559.6870107;11266755.5971195;10313043.2861876;12077377.0358477;14669223.3257834;16141015.944638;22;22;1879;1400;1319;460
387;3;2016;20:16;20:16;город Аргун;5102055.52463611;5352110.13418341;5337003.86715947;5365918.02655932;5091695.45395072;5116138.13882292;91;91;19422;11129;10687;5947
388;3;4818;48:18;48:18;Чаплыгинский;4440051.50764844;7035671.92447381;6975756.96575643;7092243.69586041;4401821.90327707;4472704.92817375;1666;1666;21212;11830;19330;3151
389;3;6011;60:11;60:11;Новосокольнический;3336837.01499672;7645088.73879118;7589718.19206385;7696785.13610755;3277020.89164771;3381849.8196988;804;804;16547;6604;6225;996
390;3;4224;42:24;42:24;г. Кемерово;9580025.24489685;7435578.93227871;7411822.5008732;7468350.59638426;9563403.81534968;9596375.95740322;212;212;79478;37725;72130;19777
391;3;3227;32:27;32:27;Унечский;3651168.61393743;6952633.9061147;6921066.94004593;6982623.47874832;3609156.52266997;3695080.05735101;1189;1189;39531;16584;16664;4020
392;3;401;04:01;4:1;Майминский;9575387.78872846;6772977.91160379;6734382.56813862;6819180.82315804;9538669.07855418;9607450.78796077;235;235;28707;23960;14043;4853
393;3;5716;57:16;57:16;Глазуновский;4031864.23831956;6883650.12611986;6856656.55408467;6906042.92292461;4004919.74402034;4066273.36069547;112;112;12384;6448;7045;540
394;3;3310;33:10;33:10;Селивановский;4636309.88639468;7524040.6725192;7477052.97011243;7564186.90116034;4592173.23825125;4686842.59951934;162;162;25142;14169;9536;1757
395;3;5514;55:14;55:14;Муромцевский;8391270.6593544;7625244.2264923;7529766.36262218;7714168.61018703;8306686.37133684;8494096.60456018;129;129;17515;5028;11334;762
396;3;3826;38:26;38:26;Ангарский;11546458.5727079;6869038.27595906;6833356.2945376;6915991.23375639;11486790.4173064;11588632.8851146;346;346;40976;39423;39800;10180
397;3;2117;21:17;21:17;Моргаушский;5205049.32306435;7558800.5060994;7522021.68644946;7604152.97158698;5174601.72793821;5230351.39905111;358;358;60301;33427;16299;5625
398;3;3120;31:20;31:20;Волоконовский;4207724.39072104;6527519.1065847;6492168.76832603;6556957.17887293;4170205.7613598;4248846.3378993;583;583;26095;10182;19735;2345
399;3;4107;41:07;41:7;Соболевский;17400161.1646612;7275947.795642;7078183.2285188;7523481.93675601;17279010.7405063;17567805.6506334;8;8;1840;1246;1559;422
400;3;4331;43:31;43:31;Советский;5451668.70288751;7869552.38215656;7776905.45183513;7941665.64498925;5410352.31621433;5498900.75140041;462;462;25762;11834;9095;1171
401;3;3421;34:21;34:21;Октябрьский;4864177.30977942;6114405.19282258;6060218.67651133;6165621.75393172;4782291.19125428;4945358.36637715;125;125;17977;10736;10620;2265
402;3;607;06:07;6:7;Джейрахский;4996887.21744551;5278369.29298473;5253511.11375765;5298792.66290936;4968125.60440958;5031049.16750286;34;34;1195;822;2021;1540
403;3;5106;51:06;51:6;Североморск;3715628.25149315;10769316.0292612;10713355.7805456;10778998.2013538;3694275.00717495;3756190.25472522;26;26;2420;2408;3859;699
404;3;806;08:06;8:6;Октябрьский;5061445.31182878;6036973.57264856;5969920.18286107;6105274.63045886;5011862.84080693;5112832.54670456;72;72;6640;4388;2231;276
405;3;1118;11:18;11:18;Инта;6747400.38307895;9913773.7814322;9586938.25729641;10159270.5618626;6542219.714006;7020811.05173592;80;80;12556;5618;6674;1213
406;3;2924;29:24;29:24;Котласский городской;5197480.03368413;8682238.50876682;8663421.14360863;8692290.85006746;5184058.93417974;5213018.02667239;81;81;7003;5954;9223;1796
407;3;3622;36:22;36:22;Петропавловский;4562606.74786649;6464772.00492832;6411753.10626052;6506719.27653325;4523329.20377976;4606900.00955149;409;409;18998;9617;10500;2418
408;3;1208;12:08;12:8;Советский;5393676.05721256;7703825.7056074;7648379.60056057;7757269.40988194;5359510.74427786;5432248.02182617;289;289;20089;8285;7583;2242
409;3;3010;30:10;30:10;Харабалинский;5304122.84213447;6009243.04516044;5916119.98710844;6079847.3441169;5201941.95326518;5378839.09069513;194;191;27236;18104;16311;6566
410;3;5006;50:06;50:6;Шаховской;3947308.55451127;7555316.18805625;7510162.16309565;7607173.72208294;3912706.65624664;3979853.56592398;214;214;56722;46284;31031;8477
411;3;234;02:34;2:34;Кугарчинский;6301735.20329024;6923033.07973735;6842487.22821187;6984073.66764992;6231205.67160753;6365407.21169271;364;364;26426;26141;13371;3788
412;3;537;05:37;5:37;Цунтинский;5116759.9170096;5189011.96796917;5158982.73749324;5221989.45697528;5076682.61571564;5153322.25207004;94;94;5829;1355;1759;874
413;3;1627;16:27;16:27;Менделеевский;5826654.77687958;7548004.63082527;7516624.98526162;7577963.99259163;5774301.91327949;5865016.60017043;142;141;23864;23082;10081;2532
414;3;317;03:17;3:17;Северо-Байкальский;12309485.4845233;7523830.87870403;7171985.7321123;7787050.94024757;12083263.5060677;12615304.276737;571;571;10783;9859;4871;1999
415;3;4714;47:14;47:14;Ломоносовский;3284535.74912769;8351618.17163571;8316264.34069744;8398158.64280188;3210972.99650564;3373039.46658087;2120;2120;121383;103853;77307;23863
416;3;2332;23:32;23:32;Тихорецкий;4478999.43296745;5750594.10420631;5711187.39832867;5794750.95747563;4432226.40125455;4515678.88350228;316;316;51268;30178;27280;7256
417;3;901;09:01;9:1;Адыге-Хабльский;4657013.06447287;5523670.06865793;5506801.55238085;5542710.24557704;4630003.46868886;4682574.5600239;63;63;27037;13850;9257;3065
418;3;5631;56:31;56:31;Ташлинский;5879011.94399879;6763279.93890803;6702031.35805175;6829772.04371343;5822539.25180301;5940641.53608238;1163;1163;19250;14086;7403;2349
419;3;1905;19:05;19:5;Аскизский;10000092.0787306;7041219.31642256;6943593.22596171;7133635.36500301;9880177.69312222;10124401.2080434;321;321;30259;20118;11534;2360
420;3;4020;40:20;40:20;Тарусский;4120317.42536222;7306903.84415012;7274046.67738168;7335994.84433737;4086285.67986629;4149470.72593972;695;695;32556;24267;14800;6091
421;3;4410;44:10;44:10;Мантуровский;4974929.51106102;8029382.89167496;7947480.03983036;8098203.01413993;4918538.85552048;5034232.7396468;469;469;10713;2064;5131;209
422;3;5220;52:20;52:20;Борский;4946513.44282195;7643502.43415151;7569614.73499571;7741519.25795593;4867858.77706292;5039766.2680171;629;629;105071;65766;52170;11726
423;3;5428;54:28;54:28;Черепановский;9273789.10098043;7209665.62248228;7157718.51485343;7263789.46640536;9198995.49823947;9352762.52640398;364;364;40218;26529;15747;2617
424;3;4904;49:04;49:4;Среднеканский;17215762.769999;9457019.57935797;8836941.97930704;9970457.76056169;16787606.2035302;17744320.9578584;15;15;2884;2555;1475;16
425;3;3915;39:15;39:15;Калининградский;2276609.35573526;7305494.38933651;7290493.11263958;7319012.03846654;2259037.48439426;2299166.86209777;1131;1131;66412;65658;72075;30503
426;3;710;07:10;7:10;г. Прохладный;4902061.03916258;5427510.06507348;5421657.01584905;5432954.95029213;4892188.04706729;4908859.783157;440;440;21345;12512;20416;2840
427;3;1411;14:11;14:11;Горный улус;13987603.6353958;8921985.69102944;8668264.27015675;9198935.82948422;13593149.5658891;14323520.4723488;26;26;12876;10452;5229;2157
428;3;2819;28:19;28:19;Октябрьский;14353244.6092859;6495670.33615211;6430721.83677055;6550291.54771005;14294794.1484377;14420417.2789238;234;234;8269;5677;4772;879
429;3;5705;57:05;57:5;Сосковский;3943608.54132283;6935232.60105719;6904909.17974946;6965973.62156595;3915308.61216798;3970679.13633505;110;110;7295;3539;2699;582
430;3;6027;60:27;60:27;город Псков;3157876.48624466;7930084.29587309;7872446.71883772;7992298.63833943;3118017.51106613;3191891.23989242;2077;2077;39699;23736;36312;8057
431;3;5922;59:22;59:22;Кишертский;6411871.21778802;7829867.25222221;7790973.46150108;7868477.35079844;6357590.8755564;6461839.6403541;241;241;21652;12004;7920;1053
432;3;3513;35:13;35:13;Сямженский;4597248.50183059;8409489.07304156;8337975.50546712;8485832.73965812;4517118.96354681;4680494.56333229;239;239;18557;4772;4246;652
433;3;5321;53:21;53:21;Шимский;3389144.5887371;8024666.48766369;7974157.34365385;8068598.8885724;3296680.55192504;3456052.65383534;327;327;20596;15626;8467;1245
434;3;3313;33:13;33:13;Петушинский;4387711.93174226;7551757.03717498;7507825.49019467;7592796.68484097;4321657.6683951;4434482.48081805;474;474;84179;59990;55392;11801
435;3;3827;38:27;38:27;Шелеховский;11558786.308083;6805688.48854815;6765430.20032143;6855251.78637446;11513124.2228858;11601108.4248213;308;308;38048;31710;31738;9403
436;3;5529;55:29;55:29;Тюкалинский;8059969.67446819;7551575.54652113;7451589.85956753;7655782.20760819;7984599.53338187;8157188.95994038;148;148;19113;3485;6145;395
437;3;6104;61:04;61:4;Белокалитвинский;4552849.40704206;6144094.39287359;6080105.5008211;6221182.71412364;4513856.97848596;4602797.20393394;340;340;42009;18149;51650;5107
438;3;5822;58:22;58:22;Никольский;5114101.01750173;7115635.44911146;7070025.01984389;7175883.30186151;5054416.57522683;5174004.47638257;391;391;22298;17545;14450;2362
439;3;4815;48:15;48:15;Тербунский;4271477.38264495;6823111.40424681;6793500.80128853;6858987.26997444;4229668.04226875;4327864.14137582;1377;1377;24244;8745;13694;1866
440;3;4226;42:26;42:26;г. Ленинск-Кузнецкий;9594581.78254655;7297374.5914959;7284715.45993161;7313245.23119442;9585289.0627282;9603560.68673354;19;19;30187;11673;35508;5397
441;3;3125;31:25;31:25;Вейделевский;4294466.08751494;6474519.14299044;6438638.91060935;6517988.99979167;4259230.07426582;4328346.09781432;527;527;16942;7880;13050;2089
442;3;3216;32:16;32:16;Мглинский;3659376.4099085;7000967.54207445;6965435.56618776;7044059.09380858;3627726.73959135;3695324.11692836;610;610;26091;13460;8210;1578
443;3;411;04:11;4:11;г. Горно-Алтайск;9569058.86500524;6788227.21645898;6776680.6158316;6798784.59757241;9560431.53541652;9580742.97965709;288;288;22201;18408;17558;5972
444;3;4304;43:04;43:4;Богородский;5655678.578002;7937288.89295615;7879524.34941093;7982344.95602859;5609595.16462288;5703849.506524;76;76;5078;4634;1756;210
445;3;2110;21:10;21:10;Ибресинский;5235972.48512631;7411469.09400304;7378230.28915674;7446228.7304999;5199656.82594037;5277847.9745177;219;219;24249;15164;10038;1824
446;3;3420;34:20;34:20;Новониколаевский;4747833.84465763;6622556.75236365;6569257.51057233;6665210.82005063;4694986.19578;4804960.13312644;112;112;22994;16026;11227;1627
447;3;5123;51:23;51:23;Скалистый;3705262.05909783;10835396.7485832;10812121.5476978;10854313.0896192;3679166.58531729;3726632.26947409;20;20;1506;1502;1188;310
448;3;3720;37:20;37:20;Шуйский;4612086.1061161;7726909.26101539;7688385.88115737;7772408.38911823;4575890.90607689;4649702.05508263;591;591;33073;18206;11032;1904
449;3;814;08:14;8:14;Элистинский;4925625.27663915;5831347.77245735;5818549.96511106;5842747.95361484;4912552.25911205;4942362.48641401;444;444;43522;40083;31913;8554
450;3;3634;36:34;36:34;Воронежский;4366878.30582022;6740890.5233461;6707533.47064905;6780590.8359772;4342981.23948812;4413424.23866906;3380;3380;113572;80040;161183;24192
451;3;1203;12:03;12:3;Килемарский;5214971.186846;7687516.57158896;7599461.04595427;7754433.85315065;5150549.63704937;5265484.5844094;226;226;16426;10979;4088;864
452;3;5034;50:34;50:34;Коломенский;4315288.93844166;7383717.41275373;7348296.33085991;7413792.29696925;4273877.83523016;4377714.57388262;403;403;71986;45746;50371;11116
453;3;2902;29:02;29:2;Верхнетоемский;5081101.69161671;8975786.48457045;8773337.26452858;9155416.7507096;4848682.11239935;5294983.79224756;378;378;14541;2573;6266;999
454;3;202;02:02;2:2;Альшеевский;6114204.09435961;7163034.47480197;7114011.22115543;7218174.81937021;6051187.65427389;6177178.72889717;524;524;35628;35177;20372;5468
455;3;6219;62:19;62:19;Скопинский;4383323.95993979;7136195.25509695;7099561.78891367;7168558.35494631;4318051.75413589;4448996.75677641;270;270;33045;13608;17845;3153
456;3;514;05:14;5:14;Кайтагский;5324411.48422609;5175328.4888598;5150124.50270555;5198828.31565701;5302030.03640068;5349829.25895485;100;100;18605;8290;5383;3180
457;3;3007;30:07;30:7;Лиманский;5234082.39290626;5754041.43724579;5685129.27528595;5825479.50044527;5153587.91162342;5316525.58457584;80;78;23231;13342;14304;1194
458;3;1647;16:47;16:47;Елабужский городской;5792443.8725294;7510901.41998348;7503737.72239003;7517244.58394057;5782344.65925415;5800551.56697678;165;165;23841;16474;15372;4206
459;3;2306;23:06;23:6;Гулькевичский;4528921.87493054;5666055.24929885;5630576.39840933;5691756.40577837;4483106.86052566;4568437.93532067;756;756;49880;23683;36465;8746
460;3;322;03:22;3:22;город Гусиноозерск;11857634.9204537;6672931.81921299;6663965.23500921;6681583.99241526;11848071.4105466;11863358.7102033;359;359;10006;9484;6654;1586
461;3;909;09:09;9:9;Карачаевский;4675715.58529706;5387843.35225072;5340453.92417956;5452205.74210558;4620274.68360164;4724477.45236078;83;83;18592;9086;8266;1839
462;3;2014;20:14;20:14;Шатойский;5092532.78124025;5290480.09753086;5264921.62859093;5322060.6260472;5061178.8319469;5121753.37529434;51;51;8047;2533;4114;3072
463;3;1115;11:15;11:15;Усинск;6283632.37118014;9979592.78289255;9702897.4964274;10158071.5588975;5985182.38069329;6549076.54623423;262;262;18479;16255;10931;3285
464;3;4011;40:11;40:11;Куйбышевский;3767163.21593428;7185429.97747054;7143566.83676866;7233634.01498556;3722655.42443138;3807601.45274711;552;552;11223;7743;4343;1138
465;3;4908;49:08;49:8;Ягоднинский;16726493.4573127;9003740.15285911;8700466.37364604;9257238.0031746;16494259.3093137;16962627.5897292;64;64;10289;9942;1184;188
466;3;708;07:08;7:8;Чегемский;4817438.73016092;5371096.54338096;5325399.68764947;5411456.82389856;4771160.33967521;4876852.1113754;380;369;36043;22437;27888;6945
467;3;5407;54:07;54:7;Искитимский;9313982.8085;7301726.8234;7217175.75208471;7361884.56568614;9170469.84379859;9361820.46335764;876;876;65878;52684;20358;6421
468;3;6004;60:04;60:4;Дедовичский;3338003.35953876;7861800.09834244;7810362.40991402;7902798.94899782;3269141.8067785;3415738.91281783;595;595;18490;7653;7890;661
469;3;1415;14:15;14:15;Мегино-Кангаласский;14535338.4441027;8790265.68667223;8564316.59586642;8963002.65680365;14415537.821427;14669964.871875;137;137;36377;26586;17893;4839
470;3;5719;57:19;57:19;Верховский;4146456.25261803;6929992.88552193;6883801.91117329;6977687.3994505;4107358.53023427;4180802.1870921;193;193;15344;7274;7865;1022
471;3;3516;35:16;35:16;Никольский;5037046.62807826;8288976.53120174;8206939.13683783;8410069.52718477;4919319.17095036;5167844.6161753;409;409;27227;9575;9209;3235
472;3;3118;31:18;31:18;г. Шебекино;4108489.69948092;6516924.72900843;6510101.29080144;6523537.38016785;4100113.04645002;4116782.44664653;347;347;16030;7714;14718;1958
473;3;4411;44:11;44:11;Межевской;5014094.84004429;8151874.80041762;8066177.24208763;8223408.84752203;4971445.65786167;5050060.92173797;361;361;6201;961;2384;111
474;3;3903;39:03;39:3;Гурьевский;2298073.27056181;7314263.50039819;7278350.43850865;7351863.06950539;2250200.8303923;2331065.60012178;609;609;92685;89462;32488;19145
475;3;4235;42:35;42:35;г. Топки;9531556.13003869;7415689.53196313;7408911.46343153;7424668.24704435;9522704.93400547;9540425.01213032;132;132;19727;10629;12111;3308
476;3;6313;63:13;63:13;Богатовский;5711615.55371811;6993568.64012936;6957497.71430151;7030832.83030026;5683644.26756404;5734313.26059862;328;328;19456;14022;7889;1248
477;3;5903;59:03;59:3;г. Березники;6323192.08833367;8268804.71169108;8239153.63413713;8303613.46174991;6299727.03704285;6353768.98138882;348;348;33075;26397;24925;3280
478;3;2815;28:15;28:15;Константиновский;14260393.2659907;6401130.11402543;6366056.8460054;6441074.35250572;14212106.2967493;14302586.1919953;167;166;8181;4892;3813;638
479;3;406;04:06;4:6;Онгудайский;9625152.31685469;6573975.6585117;6480095.21752248;6672320.29634203;9488911.78536711;9740687.51132085;273;273;28906;16111;5907;1088
480;3;3219;32:19;32:19;Погарский;3697839.39035535;6894231.72816522;6852205.83905612;6937901.58358443;3663017.14937221;3730619.24350752;963;963;37518;17769;15210;2355
481;3;3318;33:18;33:18;г. Кольчугино;4382987.03335515;7620232.11260128;7612506.98805833;7637392.09361813;4377590.81397749;4388022.24347438;137;137;13231;7693;12713;2228
482;3;6108;61:08;61:8;Волгодонской;4654272.40543097;6019291.85353157;5993064.98011027;6042633.14676516;4600178.02677109;4715486.30789054;181;181;25738;15494;40265;3190
483;3;3437;34:37;34:37;Михайловский городской;4811606.24725153;6459767.71478732;6449196.7849869;6467612.48282344;4803797.11498369;4821170.91946063;213;213;19633;16309;17648;1955
484;3;2109;21:09;21:9;Вурнарский;5224672.32831113;7465875.2448987;7430824.91734551;7501874.50828514;5191783.84217206;5257462.82065991;216;216;45279;21628;14208;4197
485;3;3616;36:16;36:16;Новоусманский;4404767.90321174;6733887.26673291;6703240.51845178;6771446.58576905;4368298.43274399;4445186.05203301;704;704;91414;61489;44220;11629
486;3;3726;37:26;37:26;г.Тейково;4512383.9768322;7730837.84897323;7724911.08935255;7736404.94598737;4505607.83264648;4517571.84605839;306;306;10007;7448;6915;818
487;3;5112;51:12;51:12;Оленегорск;3701106.20893265;10492585.7415853;10481640.8478418;10504079.1808796;3688711.10684175;3712243.53459639;30;30;1839;1493;2157;106
488;3;6420;64:20;64:20;Марксовский;5246711.51287382;6738244.01041412;6693270.22098111;6795107.49759147;5166337.1547023;5323161.11508866;125;125;23505;13613;14328;2161
489;3;267;02:67;2:67;Учалинский городской;6613148.6213;7227816.124;7170436.08301633;7235693.61280273;6542715.81853314;6621046.85463365;199;199;17628;12580;15826;2657
490;3;5055;50:55;50:55;г. Подольск;4180411.27814222;7446214.5844442;7437998.04808509;7457097.72633085;4171250.71166571;4186502.36961484;517;517;15258;11957;23429;3604
491;3;1210;12:10;12:10;Сернурский;5474338.46586988;7767622.19599651;7727836.58642835;7830522.14606794;5443314.72944408;5521388.02845596;658;658;29770;15611;6849;1867
492;3;2906;29:06;29:6;Коношский;4475699.45080136;8628553.23541035;8542763.31582195;8739397.0861244;4330367.83912891;4611487.61987752;222;222;15695;4677;9408;1285
493;3;6225;62:25;62:25;Шиловский;4560913.48650315;7250795.76680426;7188886.53727428;7334181.29458024;4491647.51450488;4618339.73422433;342;342;39880;17968;21289;4953
494;3;705;07:05;7:5;Черекский;4834450.39817696;5338418.21808163;5295234.60000168;5387695.46640116;4788451.82659201;4875889.85649585;97;97;13920;7534;8768;1671
495;3;1605;16:05;16:5;Алексеевский;5577194.50685326;7391794.84833622;7334413.88112846;7444008.36341546;5526002.46438351;5627209.94548243;316;316;27411;26628;12068;2240
496;3;5804;58:04;58:4;Белинский;4830264.28766307;6978777.76646877;6936703.35386592;7020348.58942026;4768227.25803786;4884974.76993415;456;456;26907;22688;10086;2618
497;3;5616;56:16;56:16;Курманаевский;5773173.25714815;6872267.26963453;6816230.79757124;6924371.4217312;5718743.2783878;5826649.84176493;836;836;17387;12868;7909;2612
498;3;530;05:30;5:30;Лакский;5240176.17733426;5179221.17600999;5145939.22787922;5211775.60867835;5223363.81034875;5261666.77593349;85;85;6263;2035;1296;718
499;3;3005;30:05;30:5;Камызякский;5363567.53012554;5763899.24351597;5696610.23918178;5814435.99996352;5316004.69558723;5413097.24135322;352;352;36672;24543;20808;3090
500;3;5403;54:03;54:3;Болотнинский;9371878.27813371;7502635.45702546;7439325.30546824;7570343.03957613;9305484.38011038;9438088.20274974;483;483;25057;18176;10179;1633
501;3;1418;14:18;14:18;Намский;14380454.1258564;9074588.52188472;8922504.97558476;9247025.83199448;14240623.1280998;14519888.6024326;45;45;27483;18007;10461;2812
502;3;3837;38:37;38:37;г. Нижнеудинск;11022747.4771;7344357.5893;7333814.60385;7480352.09306088;10973824.1614152;11033123.7159628;63;63;14190;10826;16658;2310
503;3;5208;52:08;52:8;Ковернинский;4896761.38030638;7802206.43889477;7727489.82093601;7866713.91688751;4841328.17524361;4954541.21759899;416;416;28649;18127;7988;2196
504;3;3509;35:09;35:9;Нюксенский;4960798.14802841;8510434.80665016;8397159.74491604;8612836.45098093;4870082.25975352;5036821.87807619;189;189;15980;6252;4698;1951
505;3;1911;19:11;19:11;Ширинский;9997607.80307432;7260263.88186336;7158463.20685155;7350222.39091986;9900155.23667954;10093781.0142584;790;790;25665;16418;11426;2005
506;3;4726;47:26;47:26;Тосненский;3453036.49343547;8261754.06433904;8177363.64195963;8343630.81571422;3386184.69080433;3519116.71686385;799;799;96035;64746;68098;15691
507;3;4010;40:10;40:10;Козельский;3987828.93962256;7176951.74047087;7128057.75880125;7224969.47485768;3949690.80356649;4031857.28077739;556;556;29750;17680;13528;5105
508;3;5310;53:10;53:10;Мошенской;3873652.5980818;8069128.49709598;8008120.86881647;8127025.57077771;3809659.99780243;3930878.85240052;245;245;12188;5304;5675;560
509;3;5532;55:32;55:32;Шербакульский;8065139.98072116;7267870.4878845;7211323.55032542;7318988.02213247;8013503.82814784;8113817.04446692;173;173;15679;4517;7740;689
510;3;2352;23:52;23:52;Черноморский морской;4252254.02163132;5517901.39373504;5343800.40948274;5706739.29076781;4066380.51628163;4451821.77089953;4;0;12;11;188;103
511;3;4422;44:22;44:22;Сусанинский;4626593.54531226;7999608.90382309;7961388.54481808;8028099.82759694;4580143.76899414;4679956.49304631;426;426;12220;2840;2877;441
512;3;4910;49:10;49:10;Арманский;16492937.8188662;8446713.03170922;8231221.85829325;8662452.37392848;16199823.1128893;16781481.5882766;27;27;3757;3703;1009;337
513;3;1114;11:14;11:14;Ижемский;5998854.86571403;9670766.91824655;9423217.48841194;9975051.53678597;5782046.0569277;6181851.33587179;51;51;11821;1504;4483;465
